spec,outcome,term,coef,se,z,p_value,pseudo_r2,n_obs,n_events,include_relief,status
spec_d_line_relief,upgrade_line,log_avg_length_km,0.6299007461843842,0.573109737598654,1.0990927301701172,0.27172762057409783,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,log_n_lines,0.6740904439804069,0.6484861037677028,1.0394832519370005,0.29858004322844744,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,has_promoted_lines,-20.992174108278046,0.909506045278513,-23.08085165266794,7.21037790155482e-118,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,relief_stress,-1.786494480823013,3.056531726090027,-0.5844841934974222,0.5588945966881878,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,voltage_below_345,0.033090521496570324,1.3896914986829185,0.023811415359403076,0.9810030344918327,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,region_COAST__SOUTH,-22.23692596451961,1.128324020688679,-19.707925699345807,1.843709915851936e-86,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,region_COAST__SOUTH CENTRAL,-22.572238522884014,0.7976167957433138,-28.299602820986898,3.4949971476795814e-176,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,region_EAST__EAST,-22.499277255700857,0.8626804372203236,-26.080662415617837,6.042619756692315e-150,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,region_EAST__NORTH,-22.487848985933308,1.43315275828186,-15.691173781706942,1.7381163600600102e-55,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,region_EAST__NORTH CENTRAL,-22.614122280597257,0.9198702079900422,-24.584035969607203,1.8717402944785355e-133,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,region_EAST__SOUTH CENTRAL,-21.916391804198806,1.4256638717633507,-15.372762288695185,2.4930913888353434e-53,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,region_FAR WEST__FAR WEST,-22.803750771138205,0.9108155474879752,-25.03662880374719,2.441546472666866e-138,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,region_FAR WEST__WEST,0.9218025638271619,1.1411592019417396,0.8077773567953258,0.4192187623438083,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,region_NORTH CENTRAL__NORTH CENTRAL,-0.5006586877166813,0.9104986031178973,-0.5498730981049652,0.5824064170642542,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,region_NORTH CENTRAL__SOUTH CENTRAL,-22.373642572759447,0.9987880991958505,-22.400790108305287,3.866601627421263e-111,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,region_NORTH CENTRAL__WEST,-22.258420346983836,1.1391639200908523,-19.539260289431084,5.091472473063843e-85,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,region_NORTH__NORTH,-2.2370903889149676,1.4425396594334585,-1.5507999203249359,0.12094963972294875,0.16870145522530988,1800,16,1,ok
spec_d_line_relief,upgrade_line,region_NORTH__NORTH CENTRAL,-22.62329386292004,0.8660976974401045,-26.120949091294136,2.1080934297512776e-150,0.16870145522530988,1800,16,1,ok
